kanda,sarga,shloka,shloka_text,explanation
Yuddha Kanda,4,28,अन्योन्यं सहसा दृप्ता निर्वहान्ति क्षिपन्ति च । पतन्तश्पोत्पत्नत्यन्ये पातयन्त्यपरे परान् ।।6.4.28।।,"Some wild monkeys carried one another, while some fell, knocked down others, some lifted up and some turned their back and pushed down others."
Yuddha Kanda,4,29,रावणो नो निहन्तव्यस्सर्वे च रजनीचराः । इति गर्जन्ति हरयो राघवस्य समीपतः ।।6.4.29।।,"'We should kill all the rakshasas and Ravana', saying so the vanaras close by Rama were roaring."
Yuddha Kanda,4,30,पुरस्तादृषभो वीरो नील: कुमुद एव च । पन्थानं शोधयन्तिस्म वानरैर्बहुभि स्सह ।।6.4.30।।,"Heroic Rshaba, Nila and even Kumuda together with many vanaras were searching on the way."
Yuddha Kanda,4,31,मध्ये तु राजा सुग्रीवो रामो लक्ष्मण एव च । बलभिर्बहुभि र्भीमैर्वृताश्शत्रुनिबर्हणाः ।।6.4.31।।,"Sugriva, Rama and Lakshmana marched in the middle surrounded by powerful and fierce vanaras who can destroy the enemy."
Yuddha Kanda,4,32,हरिश्शतवलिर्वीरः कोटीभिर्दशभिर्वृतः । सर्वामेको ह्यावष्टभ्य ररक्ष हरिवाहिनीम् ।।6.4.32।।,Sathavali alone encircled by hundred crore vanara heroes was protecting the army of vanaras.
Yuddha Kanda,4,33,कोटीशतपरीवारः केसरी पनसो गजः । अर्कश्चातिबल: पार्श्वमेकं तस्याभिरक्षति ।।6.4.33।।,"Kesari, Panasa, Gaja, Atibala, Arka and their army of one hundred crores were protecting the army on one side."
Yuddha Kanda,4,34,सुषेणो जाम्बवांश्चैव ऋक्षैर्बहुभिरावृतौ । सुग्रीवं पुरतः कृत्वा जघनं सम्ररक्षतुः ।।6.4.34।।,"Sushena, and Jambavan surrounded by the army of Rshaba were guarding by placing on the western side."
Yuddha Kanda,4,35,तेषां सेनापतिर्वीरो नीलो वानरपुङ्गवः । सम्पतन्पततां श्रेष्ठस्तद्बलं पर्यपालयात् ।।6.4.35।।,"Nila, the heroic chief of the army who was foremost in the act of flying and descending was going around and controlling."
Yuddha Kanda,4,36,दरीमुखः प्रजङ्घश्च रम्भोऽथ रभसः कपिः । सर्वतश्च ययुर्वीरास्त्वरयन्तः प्लवङ्गमान् ।।6.4.36।।,"Valiant Darimukha, Prajhanga, Rambha and Rabhasa went about jumping cheering all vanaras."
Yuddha Kanda,4,37,एवं ते हरिशार्दूला गच्छन्तो बलदर्पिताः । अपश्यंस्ते गिरिश्रेष्ठं सह्यं द्रुमालतायुतम् ।।6.4.37।। सरांसि च सुपुल्लानि तटाकानि वनानि च ।।6.4.38।।,"Those vanaras who were tigers among vanaras, proud of their might went to see (on their way) the Sahya Mountains, the foremost of the mountains with trees and creepers, lakes and ponds with fully blossomed lotuses."
Yuddha Kanda,4,38,एवं ते हरिशार्दूला गच्छन्तो बलदर्पिताः । अपश्यंस्ते गिरिश्रेष्ठं सह्यं द्रुमालतायुतम् ।।6.4.37।। सरांसि च सुपुल्लानि तटाकानि वनानि च ।।6.4.38।।,"Those vanaras who were tigers among vanaras, proud of their might went to see (on their way) the Sahya Mountains, the foremost of the mountains with trees and creepers, lakes and ponds with fully blossomed lotuses."
Yuddha Kanda,4,39,रामस्य शासनं ज्ञात्वा भीमकोपस्य भीतवत् । वर्जयन्नगराभ्याशां स्तथा जनपदानपि ।।6.4.39।। सागरौघनिभं भीमं तद्वानरबलं महत् । उत्ससर्प महाघोषं भीमघोषमिवार्णव: ।।6.4.40।।,The dreadful vanara army expansive as the ocean went knowing about the fear of Rama's wrath. They went avoiding parts of cities and villages making frightening sounds like the great sound of the waves of the ocean.
Yuddha Kanda,4,40,रामस्य शासनं ज्ञात्वा भीमकोपस्य भीतवत् । वर्जयन्नगराभ्याशां स्तथा जनपदानपि ।।6.4.39।। सागरौघनिभं भीमं तद्वानरबलं महत् । उत्ससर्प महाघोषं भीमघोषमिवार्णव: ।।6.4.40।।,The dreadful vanara army expansive as the ocean went knowing about the fear of Rama's wrath. They went avoiding parts of cities and villages making frightening sounds like the great sound of the waves of the ocean.
Yuddha Kanda,4,41,तस्यदाशरथे: पार्श्वे शूरास्ते कपिकुङजराः । तोर्णमापुप्लुवु स्सर्वे सदश्वा इव चोदिताः ।।6.4.41।।,The heroic and best of the monkeys galloped swiftly on the command of Dasaratha's son like horses that are driven like the steeds.
Yuddha Kanda,4,42,कपिभ्यामुह्यमानौ तौ शुशुभाते नरर्षभौ । महाद्भ्यामिव सम्स्पृष्टौ ग्रहाभ्यां चन्द्रभास्करौ ।।6.4.42।।,"When Rama and Lakshmana, the best among men were borne by Hanuman and Angada they were shining like the planets Jupiter and Venus conjoined with Sun and Moon."
Yuddha Kanda,4,43,ततो वानरराजेन लक्ष्मणेन सुपूजितः । जगाम रामो धर्मात्मा ससैन्यो दक्षिणां दिशम् ।।6.4.43।।,Then righteous Rama who is worshipped by the king of vanaras and by Lakshmana went with the army towards the southern direction.
Yuddha Kanda,4,44,तमङ्गदगतो रामं लक्ष्मणश्शुभया गिरा । उवाच परिपूर्णार्थ: स्मृतिमान् प्रतिभानवान् ।।6.4.44।।,"Lakshmana, who was borne by Angada, has a good memory and sense of intuition. Set to accomplish his desire fully, he spoke to Rama these auspicious words."
Yuddha Kanda,4,45,हृतामवाप्य वैदेहीं क्षिप्रं हत्वा च रावणम् । समृद्धार्थस्समृद्धार्थमयोध्यां प्रतियास्यसि ।।6.4.45।।,Rama After killing Ravana and attaining the desired object of recovering Vaidehi you would go to Ayodhya having accomplished your objective.
Yuddha Kanda,4,46,महान्ति च निमित्तानि दिवि भूमौ च राघव  । शुभानि तव पश्यामि सर्वाण्येनार्थसिद्धये । अनुवाति शिवो वायु स्सेवां मृदुहित स्सुखः ।।6.4.46।।,Raghava I am seeing good signs in the sky and also on land indicating auspicious signs of the accomplishment of your desire. The wind is also favourable and agreeable to the moving army.
Yuddha Kanda,4,47,पूर्णवल्गुस्वराश्चेमे प्रवदन्ति मृगद्विजाः । प्रसन्नाश्च दिश स्सर्वा विमलश्च दिवाकरः ।।6.4.47।।,"The sounds of these animals and birds are very sweet. The directions are pleasing, and the Sun is shining brightly."
Yuddha Kanda,4,48,उशना च प्रसन्नार्चिरनु त्वां भार्गवो गतः ।।6.4.48।। ब्रह्मराशिर्विशुद्धश्च शुद्दाश्च परमर्षयः । अर्चिष्मन्तः प्रकाशन्ते ध्रुवं सर्वे प्रदक्षिणम् ।।6.4.49।।,"Bhargava who is the master of all knowledge and Sukra, the regent of planet Venus shines brightly behind you. The seven sages who are pure and glowing like fire in brilliance are going round Dhruva."
Yuddha Kanda,4,49,उशना च प्रसन्नार्चिरनु त्वां भार्गवो गतः ।।6.4.48।। ब्रह्मराशिर्विशुद्धश्च शुद्दाश्च परमर्षयः । अर्चिष्मन्तः प्रकाशन्ते ध्रुवं सर्वे प्रदक्षिणम् ।।6.4.49।।,"Bhargava who is the master of all knowledge and Sukra, the regent of planet Venus shines brightly behind you. The seven sages who are pure and glowing like fire in brilliance are going round Dhruva."
Yuddha Kanda,4,50,त्रिशङ्कुर्विमलो भाति राजर्षिस्सपुरोहितः । पितामहाः पुरोऽस्माकमिक्ष्वाकूणां महात्मनाम् ।।6.4.50।।,"Among the great kings of the Ikshvaku dynasty, the grandfather Trisanku who is a royal sage shines clearly along with Vasishta the foremost priest."
Yuddha Kanda,4,51,विमले च प्रकाशेते विशाखे निरुपप्लुवे । नक्षत्र वरमस्माकमिक्ष्वाकूणां महात्मनाम् ।।6.4.51।।,"The best of stars, Visakha of the highsouled Ikshvakus which is unconnected shines brightly."
Yuddha Kanda,4,52,नैरृतं नैरृतानां च नक्षत्रमभिपीड्यते । मूलो मूलवता स्पृष्टो धूप्यते धूमकेतुना ।।6.4.52।।,The star called Niruta (of rakshasas) in the southwest is highly tormented by the touch of the Mula star (close to it) and is oppressed.
Yuddha Kanda,4,53,सर्वं चैतद्विनाशाय राक्षसानामुप स्थितम् । काले कालगृहीतानां नक्षत्र ग्रहपीडितम् ।।6.4.53।।,Everything has sprung up for the destruction of rakshasas. Those that are caught up by death will be oppressed at the time of death.
Yuddha Kanda,4,54,प्रसन्ना स्सुरसाश्चापो वनानि फलवन्ति च । प्रवान्त्यभ्य नाधिकं गन्धान्यथर्तुकुसुमा द्रुमाः ।।6.4.54।।,The water is pure and of good taste. The forests are filled with fruits. The wind with fragrance is not blowing excessively or violently. The trees are in bloom beyond season.
Yuddha Kanda,4,55,व्यूढानि कपिसैन्यानि प्रकाशन्तेऽधिकं प्रभो  ।।6.4.55।। देवानामिव सैन्यानि सङ्ग्रामे तारकामये। एवमार्य  । समीक्ष्यैतान्प्रीतो भवितुमर्हसि ।।6.4.56।।,"O King This army of vanaras placed in order is like the forces of gods in their battle with Taraka (a rakshasa who was killed in a battle by Karthikeya) and shines very much. O king, reviewing these (arrangements of army) you ought to be pleased (said Lakshmana to Rama)."
Yuddha Kanda,4,56,व्यूढानि कपिसैन्यानि प्रकाशन्तेऽधिकं प्रभो  ।।6.4.55।। देवानामिव सैन्यानि सङ्ग्रामे तारकामये। एवमार्य  । समीक्ष्यैतान्प्रीतो भवितुमर्हसि ।।6.4.56।।,"O King This army of vanaras placed in order is like the forces of gods in their battle with Taraka (a rakshasa who was killed in a battle by Karthikeya) and shines very much. O king, reviewing these (arrangements of army) you ought to be pleased (said Lakshmana to Rama)."
Yuddha Kanda,4,57,इति भ्रातरमाश्वास्य हृष्ट स्सौमित्रिरब्रवीत् । अथावृत्य महीं कृत्स्नां जगाम महती चमू: ।।6.4.57।। ऋक्षवानरशर्दूलैर्न खदंष्ट्रायुधैर्वुता ।,Saumithri reassured his brother who was surrounded by the vanara force saying that those vanaras who use their nails and teeth as weapons and tigerlike bears spread all over the expansive land are proceeding.
Yuddha Kanda,4,58,काराग्रैश्चरणाग्रैश्च वानरै रुत्थितं रजः । भीममन्तर्दधे लोकं निवार्य सवितुः प्रभाम् ।।6.4.58।। पर्वतवनाकाशां दक्षिणां हरिवाहिनी । छादयन्ती ययौ भीमा द्यामिवाम्बुदसन्ततिः ।।6.4.59।।,"The terrible dust risen up by the (stamping) legs and hands of the vanara troops spread all over is keeping off Sun's radiance as if creating fear.Alas, the frightening army of vanaras went spreading all over the mountains and forests like the spread of clouds over the sky."
Yuddha Kanda,4,59,काराग्रैश्चरणाग्रैश्च वानरै रुत्थितं रजः । भीममन्तर्दधे लोकं निवार्य सवितुः प्रभाम् ।।6.4.58।। पर्वतवनाकाशां दक्षिणां हरिवाहिनी । छादयन्ती ययौ भीमा द्यामिवाम्बुदसन्ततिः ।।6.4.59।।,"The terrible dust risen up by the (stamping) legs and hands of the vanara troops spread all over is keeping off Sun's radiance as if creating fear.Alas, the frightening army of vanaras went spreading all over the mountains and forests like the spread of clouds over the sky."
Yuddha Kanda,4,60,उत्तरन्त्यां च सेनायां स्सततं बहुयोजनम् । नदीस्रोतांसि सर्वाणि सस्यन्दुर्विपरीतवत् ।।6.4.60।।,"When the army was continuously crossing the river, later (after they crossed) the water flowed excessively like flood."
Yuddha Kanda,4,61,सरांसि विमलाम्भांसि द्रुमाकीर्णांश्च पर्वता । समान् भूमिप्रदेशांश्च वनानि फलवन्ति च । मध्येन च समन्ताच्च तिर्यक्चाथश्च समाऽविशत् ।।6.4.61।।,"The vanaras went through the pellucid waters of the centre of the lakes. They went obliquely at the mountains, walked on plain lands and underneath trees filled with fruits, plucking them and eating."
Yuddha Kanda,4,62,समावृत्य महीं कृत्स्नां जगाम महती चमूः । तेहृष्टवदना स्सर्वे जग्मुर्मारुतरंहसः ।।6.4.62।।,The great vanara army spread all over the land went with the swiftness of wind with cheerful faces.
Yuddha Kanda,4,63,हरयो राघवस्यार्थे समारोपितविक्रमाः ।।6.4.63।। हर्षंवीर्य बलोद्रेकान्दर्शयन्तः परस्परम् । यौवनोत्सेकजान्दर्पाद्विविधांश्चक्रुरध्वनि ।।6.4.64।।,"For the purpose of Rama, the vanaras went showing their valour, happiness and prowess charged with emotion towards one another on the way. They showed their joy and spirit to one another exhibiting their natural youthful enthusiasm, arrogance and several other gestures."
Yuddha Kanda,4,64,हरयो राघवस्यार्थे समारोपितविक्रमाः ।।6.4.63।। हर्षंवीर्य बलोद्रेकान्दर्शयन्तः परस्परम् । यौवनोत्सेकजान्दर्पाद्विविधांश्चक्रुरध्वनि ।।6.4.64।।,"For the purpose of Rama, the vanaras went showing their valour, happiness and prowess charged with emotion towards one another on the way. They showed their joy and spirit to one another exhibiting their natural youthful enthusiasm, arrogance and several other gestures."
Yuddha Kanda,4,65,तत्र केचिद्द्रुतं जग्मुरुत्पेतुश्च तथापरे । केचित्किलकिलां चक्रुर्वानरा वनगोचराः ।।6.4.65।।,"Being vanaras some went swiftly, some jumped, and some others made sound 'kila kila'(the usual sounds of monkeys) while they went."
Yuddha Kanda,4,66,प्रास्पोटयंश्च पुच्छानि सन्निजग्मु: पदान्यपि । भुजावनिक्षिप्य शैलांश्च द्रुमानन्ये बभञ्जिरे ।।6.4.66।।,"Some hit their tails on the ground, some stamped their feet on the ground, some crushed the mountains with their arms and some broke the trees."
Yuddha Kanda,4,67,आरोहन्तश्च शृङ्गाणि गिरीणां गिरिगोचराः । महानादान्प्रमुञ्चन्ति क्ष्वेळ्वामन्ये प्रचक्रिरे ।।6.4.67।।,"Vanaras, being the inhabitants of mountains, climbed on peaks of mountains and made loud noises like snapping and roaring like lions. Some went round and round."
Yuddha Kanda,4,68,ऊरुवेगैश्च ममृदुर्लताजालान्यनेकशः । जृम्भमाणाश्च विक्रान्ता विचिक्रीडुश्शिलाद्रुमै ः ।।6.4.68।।,"With the speed of their shaking thighs, the vanaras broke several meshes of creepers. While yawning also some showed their courage by whirling round and throwing stones and trees."
Yuddha Kanda,4,69,शतश्शतसहस्रैश्च कोटिभिश्च सहस्रशः । वानराणां सुघोराणां श्रीमत्परिवृता मही ।।6.4.69।।,"Formidable vanaras in hundreds, thousands, lakhs and crores spread in a splendid manner around the land."
Yuddha Kanda,4,70,सा स्म याति दिवारात्रं महती हरिवाहिनी । प्रहृष्टमुदितास्सेना सुग्रीवेणाभिपालिताः ।।6.4.70।। वानरास्त्वरितं यान्ति सर्वे युद्धाभिनन्दिनः । प्रमोक्षयिषव स्सीतां मुहूर्तं क्वापि नावसन् ।।6.4.71।।,"The mighty vanara force protected by Sugriva from all sides cheerful at heart, walked day and night speedily. Being eager to somehow liberate Sita they were happy about war and stood nowhere for a while."
Yuddha Kanda,4,71,सा स्म याति दिवारात्रं महती हरिवाहिनी । प्रहृष्टमुदितास्सेना सुग्रीवेणाभिपालिताः ।।6.4.70।। वानरास्त्वरितं यान्ति सर्वे युद्धाभिनन्दिनः । प्रमोक्षयिषव स्सीतां मुहूर्तं क्वापि नावसन् ।।6.4.71।।,"The mighty vanara force protected by Sugriva from all sides cheerful at heart, walked day and night speedily. Being eager to somehow liberate Sita they were happy about war and stood nowhere for a while."
Yuddha Kanda,4,72,ततः पादपसम्भाधं नानामृगसमायुताम । सह्यपर्वतमासेदुर्मलयञ्च महीधरम् ।।6.4.72।।,"Thereafter having reached the dense forest filled with trees surrounded by the Malaya and Sahaya Mountain inhabited by different kinds of animals, the vanaras assembled."
Yuddha Kanda,4,73,काननानि विचित्राणि नदी: प्रस्रवणानि च । पश्यन्ननि ययौ रामस्सह्यस्य मलयस्य च ।।6.4.73।।,Rama too went to see the wonderful woods and streams of rivers of Sahaya mountain.
Yuddha Kanda,4,74,वकुळान्स्तिलकांश्चूतानसोकान् सिन्धुवारकान् । करवीरांश्च तिनिशान् भजन्ति स्म प्लवङ्गगमाः ।।6.4.74।।,"The vanaras went adoring the Vakula, Tilaka, Mango, Asoka, Tinisa, Sinduvara and Karaveera trees."
Yuddha Kanda,4,75,अङ्कोलांश्च करञ्चांश्च प्लक्षन्यग्रोधतिन्दुकान् । जम्बुकामलकान्नापान्भजन्ति स्म प्लवङ्गमाः ।।6.4.75।।,"Vanaras went adoring the Ankola, Karanja, Plaksa, Nyagrodha, Jambu,Amla and neepa trees."
Yuddha Kanda,4,76,प्रस्तरेषु च रम्येषु विविधाः काननद्रुमाः । वायुवेगप्रचलिताः पुष्पैरवकिरन्ति तान् ।।6.4.76।।,Many kinds of trees standing on beautiful rocks and of the forest shaken by the fury of the wind showered their flowers on the vanaras.
Yuddha Kanda,4,77,मारुतस्सुखसंस्पर्शो वाति चन्दनशीतलः । षटपदैरनुकूजद्भिर्वनेषु मधुगन्धिषु ।।6.4.77।।,"As the bees humming in delight were spreading the sweet fragrance of honey accompanied the breeze that blew, it was cool like the cool touch of sandal (to the vanaras)."
Yuddha Kanda,4,78,अधिकं शैलराजस्तु धातुभिस्सुविभूषितः । धातुभ्यःप्रसृतो रेणुर्वायुवेग विघट्टितः । सुमहद्वानरानीकं छादयामास सर्वतः ।।6.4.78।।,That lord of mountains richly adorned with minerals shone very brightly. The mineral particles raised by the stamping of the vanara troops covered the huge vanaras all over.
Yuddha Kanda,4,79,गिरिप्रस्थेषु रम्येषु सर्वत सम्प्र पुष्पिताः । केतकस्सिन्दुवाराश्च वासन्त्यश्च मनोरमाः ।।6.4.79।। माधव्यो गन्धपूर्णाश्च कुन्दगुल्माश्च पुष्पिताः । चिरिबिल्वा मधूकाश्च वञ्जुला प्रियकास्तथा ।।6.4.80।। सुफूर्जकास्तिलकाश्चैव नागवृक्षाश्च पुष्पिताः । चूताः पाटलयकाश्चैव कोविदाराश्च पुष्पिताः ।।6.4.81।। मुचुलिन्दार्जुनाश्चैव शिंशुपाः कुटजास्तथा । धवा श्शाल्मलयश्चैव रक्ता: कुरवकास्तथा ।।6.4.82।। हिन्तालास्तिनिशाश्चैव चूर्णका नीपकास्तथा । नीलाशोकाश्च वरणा अङ्कोलाः पद्मकास्तथा ।।6.4.83।। प्लवमानै: प्लवंगैस्तु सर्वे पर्याकुलीकृतां ।।6.4.84।।,"In the mountain ranges were well blossomed trees  such as Kethaka, Sinduvaara and Mango trees Manorama, Madhavi, Kunda, Gulma creepers filled with blossoms of fragrance Chiribilva, Madhuka like wild trees,Vajula,Vakula ,Ranjaka, Tilaka,Kuruvaka, Naga trees Patalaya trees trees with red flowers Arjuna, Simsupa trees with white flowers Kutaja, Dhava and Salmala, Red Kurana, Hinthala,Tinisa,and Churanaka trees, so also dark flowered Asoka trees, Pine trees, Ankola and Padmaka trees were convenient for the monkeys to shake and jump."
Yuddha Kanda,4,80,गिरिप्रस्थेषु रम्येषु सर्वत सम्प्र पुष्पिताः । केतकस्सिन्दुवाराश्च वासन्त्यश्च मनोरमाः ।।6.4.79।। माधव्यो गन्धपूर्णाश्च कुन्दगुल्माश्च पुष्पिताः । चिरिबिल्वा मधूकाश्च वञ्जुला प्रियकास्तथा ।।6.4.80।। सुफूर्जकास्तिलकाश्चैव नागवृक्षाश्च पुष्पिताः । चूताः पाटलयकाश्चैव कोविदाराश्च पुष्पिताः ।।6.4.81।। मुचुलिन्दार्जुनाश्चैव शिंशुपाः कुटजास्तथा । धवा श्शाल्मलयश्चैव रक्ता: कुरवकास्तथा ।।6.4.82।। हिन्तालास्तिनिशाश्चैव चूर्णका नीपकास्तथा । नीलाशोकाश्च वरणा अङ्कोलाः पद्मकास्तथा ।।6.4.83।। प्लवमानै: प्लवंगैस्तु सर्वे पर्याकुलीकृतां ।।6.4.84।।,"In the mountain ranges were well blossomed trees  such as Kethaka, Sinduvaara and Mango trees Manorama, Madhavi, Kunda, Gulma creepers filled with blossoms of fragrance Chiribilva, Madhuka like wild trees,Vajula,Vakula ,Ranjaka, Tilaka,Kuruvaka, Naga trees Patalaya trees trees with red flowers Arjuna, Simsupa trees with white flowers Kutaja, Dhava and Salmala, Red Kurana, Hinthala,Tinisa,and Churanaka trees, so also dark flowered Asoka trees, Pine trees, Ankola and Padmaka trees were convenient for the monkeys to shake and jump."
Yuddha Kanda,4,81,गिरिप्रस्थेषु रम्येषु सर्वत सम्प्र पुष्पिताः । केतकस्सिन्दुवाराश्च वासन्त्यश्च मनोरमाः ।।6.4.79।। माधव्यो गन्धपूर्णाश्च कुन्दगुल्माश्च पुष्पिताः । चिरिबिल्वा मधूकाश्च वञ्जुला प्रियकास्तथा ।।6.4.80।। सुफूर्जकास्तिलकाश्चैव नागवृक्षाश्च पुष्पिताः । चूताः पाटलयकाश्चैव कोविदाराश्च पुष्पिताः ।।6.4.81।। मुचुलिन्दार्जुनाश्चैव शिंशुपाः कुटजास्तथा । धवा श्शाल्मलयश्चैव रक्ता: कुरवकास्तथा ।।6.4.82।। हिन्तालास्तिनिशाश्चैव चूर्णका नीपकास्तथा । नीलाशोकाश्च वरणा अङ्कोलाः पद्मकास्तथा ।।6.4.83।। प्लवमानै: प्लवंगैस्तु सर्वे पर्याकुलीकृतां ।।6.4.84।।,"In the mountain ranges were well blossomed trees  such as Kethaka, Sinduvaara and Mango trees Manorama, Madhavi, Kunda, Gulma creepers filled with blossoms of fragrance Chiribilva, Madhuka like wild trees,Vajula,Vakula ,Ranjaka, Tilaka,Kuruvaka, Naga trees Patalaya trees trees with red flowers Arjuna, Simsupa trees with white flowers Kutaja, Dhava and Salmala, Red Kurana, Hinthala,Tinisa,and Churanaka trees, so also dark flowered Asoka trees, Pine trees, Ankola and Padmaka trees were convenient for the monkeys to shake and jump."
Yuddha Kanda,4,82,गिरिप्रस्थेषु रम्येषु सर्वत सम्प्र पुष्पिताः । केतकस्सिन्दुवाराश्च वासन्त्यश्च मनोरमाः ।।6.4.79।। माधव्यो गन्धपूर्णाश्च कुन्दगुल्माश्च पुष्पिताः । चिरिबिल्वा मधूकाश्च वञ्जुला प्रियकास्तथा ।।6.4.80।। सुफूर्जकास्तिलकाश्चैव नागवृक्षाश्च पुष्पिताः । चूताः पाटलयकाश्चैव कोविदाराश्च पुष्पिताः ।।6.4.81।। मुचुलिन्दार्जुनाश्चैव शिंशुपाः कुटजास्तथा । धवा श्शाल्मलयश्चैव रक्ता: कुरवकास्तथा ।।6.4.82।। हिन्तालास्तिनिशाश्चैव चूर्णका नीपकास्तथा । नीलाशोकाश्च वरणा अङ्कोलाः पद्मकास्तथा ।।6.4.83।। प्लवमानै: प्लवंगैस्तु सर्वे पर्याकुलीकृतां ।।6.4.84।।,"In the mountain ranges were well blossomed trees  such as Kethaka, Sinduvaara and Mango trees Manorama, Madhavi, Kunda, Gulma creepers filled with blossoms of fragrance Chiribilva, Madhuka like wild trees,Vajula,Vakula ,Ranjaka, Tilaka,Kuruvaka, Naga trees Patalaya trees trees with red flowers Arjuna, Simsupa trees with white flowers Kutaja, Dhava and Salmala, Red Kurana, Hinthala,Tinisa,and Churanaka trees, so also dark flowered Asoka trees, Pine trees, Ankola and Padmaka trees were convenient for the monkeys to shake and jump."
Yuddha Kanda,4,83,गिरिप्रस्थेषु रम्येषु सर्वत सम्प्र पुष्पिताः । केतकस्सिन्दुवाराश्च वासन्त्यश्च मनोरमाः ।।6.4.79।। माधव्यो गन्धपूर्णाश्च कुन्दगुल्माश्च पुष्पिताः । चिरिबिल्वा मधूकाश्च वञ्जुला प्रियकास्तथा ।।6.4.80।। सुफूर्जकास्तिलकाश्चैव नागवृक्षाश्च पुष्पिताः । चूताः पाटलयकाश्चैव कोविदाराश्च पुष्पिताः ।।6.4.81।। मुचुलिन्दार्जुनाश्चैव शिंशुपाः कुटजास्तथा । धवा श्शाल्मलयश्चैव रक्ता: कुरवकास्तथा ।।6.4.82।। हिन्तालास्तिनिशाश्चैव चूर्णका नीपकास्तथा । नीलाशोकाश्च वरणा अङ्कोलाः पद्मकास्तथा ।।6.4.83।। प्लवमानै: प्लवंगैस्तु सर्वे पर्याकुलीकृतां ।।6.4.84।।,"In the mountain ranges were well blossomed trees  such as Kethaka, Sinduvaara and Mango trees Manorama, Madhavi, Kunda, Gulma creepers filled with blossoms of fragrance Chiribilva, Madhuka like wild trees,Vajula,Vakula ,Ranjaka, Tilaka,Kuruvaka, Naga trees Patalaya trees trees with red flowers Arjuna, Simsupa trees with white flowers Kutaja, Dhava and Salmala, Red Kurana, Hinthala,Tinisa,and Churanaka trees, so also dark flowered Asoka trees, Pine trees, Ankola and Padmaka trees were convenient for the monkeys to shake and jump."
Yuddha Kanda,4,84,गिरिप्रस्थेषु रम्येषु सर्वत सम्प्र पुष्पिताः । केतकस्सिन्दुवाराश्च वासन्त्यश्च मनोरमाः ।।6.4.79।। माधव्यो गन्धपूर्णाश्च कुन्दगुल्माश्च पुष्पिताः । चिरिबिल्वा मधूकाश्च वञ्जुला प्रियकास्तथा ।।6.4.80।। सुफूर्जकास्तिलकाश्चैव नागवृक्षाश्च पुष्पिताः । चूताः पाटलयकाश्चैव कोविदाराश्च पुष्पिताः ।।6.4.81।। मुचुलिन्दार्जुनाश्चैव शिंशुपाः कुटजास्तथा । धवा श्शाल्मलयश्चैव रक्ता: कुरवकास्तथा ।।6.4.82।। हिन्तालास्तिनिशाश्चैव चूर्णका नीपकास्तथा । नीलाशोकाश्च वरणा अङ्कोलाः पद्मकास्तथा ।।6.4.83।। प्लवमानै: प्लवंगैस्तु सर्वे पर्याकुलीकृतां ।।6.4.84।।,"In the mountain ranges were well blossomed trees  such as Kethaka, Sinduvaara and Mango trees Manorama, Madhavi, Kunda, Gulma creepers filled with blossoms of fragrance Chiribilva, Madhuka like wild trees,Vajula,Vakula ,Ranjaka, Tilaka,Kuruvaka, Naga trees Patalaya trees trees with red flowers Arjuna, Simsupa trees with white flowers Kutaja, Dhava and Salmala, Red Kurana, Hinthala,Tinisa,and Churanaka trees, so also dark flowered Asoka trees, Pine trees, Ankola and Padmaka trees were convenient for the monkeys to shake and jump."
Yuddha Kanda,4,85,वाप्यस्तस्मिन् गिरौ शिता: पल्वलानि तथैव च । चक्रवाकानुचरिताः कारण्डवनिषेविताः ।।6.4.85।। प्लवैः क्रौञ्चेश्च सङ्कीर्णा वराहमृग सेविताः । ऋक्षैस्तरक्षुभिस्सिम्हैश्शार्दूलैश्च भयावहैः ।।6.4.86।। व्यालैश्च बहुभिर्भीमै स्सेव्यमाना स्समन्ततः । पद्मैस्सौगन्दिकैः पुल्लैः कुमुदैश्चोत्पलैस्तथा ।।6.4.87।। वारिजैर्विविधैः पुष्पै रम्यास्तत्र जलाशयाः ।,"In the mountains were reservoirs of water and ponds with cool water inhabited by flocks of Chakravaka birds, water birds like ravens and Krauncha birds. The woodlands were terrific, frequented by boars, bears, hyenas, lions and frightening tigers and many kinds of wild elephants. With flowers in full bloom, the white, blue and red lotuses in the lakes were delightful."
Yuddha Kanda,4,86,वाप्यस्तस्मिन् गिरौ शिता: पल्वलानि तथैव च । चक्रवाकानुचरिताः कारण्डवनिषेविताः ।।6.4.85।। प्लवैः क्रौञ्चेश्च सङ्कीर्णा वराहमृग सेविताः । ऋक्षैस्तरक्षुभिस्सिम्हैश्शार्दूलैश्च भयावहैः ।।6.4.86।। व्यालैश्च बहुभिर्भीमै स्सेव्यमाना स्समन्ततः । पद्मैस्सौगन्दिकैः पुल्लैः कुमुदैश्चोत्पलैस्तथा ।।6.4.87।। वारिजैर्विविधैः पुष्पै रम्यास्तत्र जलाशयाः ।,"In the mountains were reservoirs of water and ponds with cool water inhabited by flocks of Chakravaka birds, water birds like ravens and Krauncha birds. The woodlands were terrific, frequented by boars, bears, hyenas, lions and frightening tigers and many kinds of wild elephants. With flowers in full bloom, the white, blue and red lotuses in the lakes were delightful."
